ticket_id,customer_id,region,created_at,category,priority,status,description
TKT-3037,USR-11231,West,2026-07-18 08:09:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3038,USR-36518,West,2026-07-18 03:34:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3039,USR-50289,West,2026-07-18 04:30:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3040,USR-81241,West,2026-07-18 10:30:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3041,USR-12779,West,2026-07-18 22:17:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3042,USR-77048,West,2026-07-18 01:06:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3043,USR-39710,West,2026-07-18 13:09:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3044,USR-39607,West,2026-07-18 13:24:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3045,USR-32224,Southeast,2026-07-19 21:56:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-3046,USR-19999,Southeast,2026-07-19 03:14:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3047,USR-15681,Southeast,2026-07-19 19:21:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3048,USR-53888,Southeast,2026-07-19 19:09:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-3049,USR-97460,Southeast,2026-07-19 19:11:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3050,USR-23621,Southeast,2026-07-19 21:19:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3051,USR-44786,Southeast,2026-07-19 08:58:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3052,USR-95964,Southeast,2026-07-19 22:51:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3053,USR-72709,Southeast,2026-07-19 04:20:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-3054,USR-28961,Southeast,2026-07-19 02:07:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3055,USR-56217,Southeast,2026-07-19 02:20:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-3056,USR-88871,Southeast,2026-07-19 10:31:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-3057,USR-60224,Southeast,2026-07-19 20:21:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3058,USR-74566,Southeast,2026-07-19 13:35:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-3059,USR-86148,Southeast,2026-07-19 17:34:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3060,USR-21436,Southeast,2026-07-19 22:26:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-3061,USR-57500,Southeast,2026-07-19 07:23:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3062,USR-55789,Southeast,2026-07-19 17:30:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3063,USR-28892,Southeast,2026-07-19 11:54:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-3064,USR-39437,Northeast,2026-07-19 17:59:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3065,USR-59474,Northeast,2026-07-19 01:47:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3066,USR-17088,Northeast,2026-07-19 23:01:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3067,USR-72498,Northeast,2026-07-19 22:06:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3068,USR-57873,Northeast,2026-07-19 19:55:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3069,USR-84603,Northeast,2026-07-19 04:05:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3070,USR-79133,Northeast,2026-07-19 13:09:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3071,USR-68192,Northeast,2026-07-19 22:19:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3072,USR-30432,Northeast,2026-07-19 20:44:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3073,USR-11424,Midwest,2026-07-19 19:48:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3074,USR-82634,Midwest,2026-07-19 12:53:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-3075,USR-50112,Midwest,2026-07-19 22:53:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-3076,USR-22050,Midwest,2026-07-19 22:14:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3077,USR-62481,Midwest,2026-07-19 16:24:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3078,USR-83307,Midwest,2026-07-19 19:03:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3079,USR-72575,Midwest,2026-07-19 19:53:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-3080,USR-31603,Midwest,2026-07-19 10:41:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-3081,USR-35523,Midwest,2026-07-19 01:51:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-3082,USR-89061,Midwest,2026-07-19 08:06:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3083,USR-80984,Midwest,2026-07-19 10:01:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3084,USR-50516,Midwest,2026-07-19 03:04:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3085,USR-41501,West,2026-07-19 06:35:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3086,USR-83890,West,2026-07-19 08:05:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-3087,USR-50449,West,2026-07-19 15:02:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3088,USR-35543,West,2026-07-19 00:22:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-3089,USR-26976,West,2026-07-19 10:48:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3090,USR-76005,West,2026-07-19 22:43:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-3091,USR-60084,West,2026-07-19 03:32:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-3092,USR-29862,West,2026-07-19 15:37:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3093,USR-40352,West,2026-07-19 21:29:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-3094,USR-31108,West,2026-07-19 06:51:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3095,USR-54749,West,2026-07-19 16:33:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-3096,USR-99505,Southeast,2026-07-20 09:23:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3097,USR-19830,Southeast,2026-07-20 12:15:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-3098,USR-11958,Southeast,2026-07-20 04:36:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3099,USR-75393,Southeast,2026-07-20 04:49:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3100,USR-31164,Southeast,2026-07-20 03:29:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3101,USR-21695,Southeast,2026-07-20 02:17:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3102,USR-72031,Southeast,2026-07-20 02:11:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3103,USR-26248,Southeast,2026-07-20 08:48:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3104,USR-62551,Southeast,2026-07-20 18:31:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3105,USR-67780,Southeast,2026-07-20 13:54:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-3106,USR-20943,Southeast,2026-07-20 11:32:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3107,USR-99463,Southeast,2026-07-20 21:26:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3108,USR-83505,Southeast,2026-07-20 01:39:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-3109,USR-30736,Northeast,2026-07-20 00:09:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-3110,USR-70591,Northeast,2026-07-20 18:25:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-3111,USR-94211,Northeast,2026-07-20 21:05:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-3112,USR-33628,Northeast,2026-07-20 17:57:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3113,USR-62628,Northeast,2026-07-20 23:06:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3114,USR-73739,Northeast,2026-07-20 10:04:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-3115,USR-46487,Northeast,2026-07-20 06:44:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3116,USR-29072,Northeast,2026-07-20 14:02:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-3117,USR-88784,Northeast,2026-07-20 20:13:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3118,USR-37973,Northeast,2026-07-20 12:03:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-3119,USR-45369,Northeast,2026-07-20 01:13:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-3120,USR-19077,Northeast,2026-07-20 08:40:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3121,USR-97771,Midwest,2026-07-20 22:28:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3122,USR-54829,Midwest,2026-07-20 08:11:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-3123,USR-73127,Midwest,2026-07-20 09:10:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-3124,USR-56490,Midwest,2026-07-20 15:34:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-3125,USR-88266,Midwest,2026-07-20 22:36:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-3126,USR-90807,Midwest,2026-07-20 06:04:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-3127,USR-11859,Midwest,2026-07-20 04:20:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3128,USR-51472,West,2026-07-20 04:57:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-3129,USR-78248,West,2026-07-20 03:50:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3130,USR-93744,West,2026-07-20 23:00:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-3131,USR-65073,West,2026-07-20 18:06:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3132,USR-38329,West,2026-07-20 22:34:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-3133,USR-11883,West,2026-07-20 11:13:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-3134,USR-50234,West,2026-07-20 11:52:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3135,USR-95054,West,2026-07-20 16:52:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-3136,USR-81102,West,2026-07-20 14:26:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3137,USR-70138,West,2026-07-20 13:33:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3138,USR-31319,West,2026-07-20 13:23:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-3139,USR-91313,Southeast,2026-07-21 21:44:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3140,USR-90774,Southeast,2026-07-21 03:05:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3141,USR-81399,Southeast,2026-07-21 13:06:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-3142,USR-14277,Southeast,2026-07-21 03:40:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-3143,USR-69589,Southeast,2026-07-21 21:18:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3144,USR-26310,Southeast,2026-07-21 17:24:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-3145,USR-10996,Southeast,2026-07-21 11:50:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-3146,USR-45076,Southeast,2026-07-21 11:50:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3147,USR-10544,Southeast,2026-07-21 21:16:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-3148,USR-59074,Southeast,2026-07-21 13:02:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3149,USR-53920,Southeast,2026-07-21 16:52:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3150,USR-61296,Southeast,2026-07-21 05:36:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-3151,USR-85740,Northeast,2026-07-21 06:39:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3152,USR-62837,Northeast,2026-07-21 13:08:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3153,USR-23051,Northeast,2026-07-21 10:33:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3154,USR-92764,Northeast,2026-07-21 22:51:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3155,USR-82470,Northeast,2026-07-21 18:50:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3156,USR-13360,Northeast,2026-07-21 05:20:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3157,USR-13646,Northeast,2026-07-21 13:00:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3158,USR-60122,Northeast,2026-07-21 19:45:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-3159,USR-93160,Northeast,2026-07-21 00:47:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-3160,USR-95527,Northeast,2026-07-21 20:49:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3161,USR-59559,Northeast,2026-07-21 07:19:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3162,USR-93674,Midwest,2026-07-21 08:05:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3163,USR-88105,Midwest,2026-07-21 18:55:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-3164,USR-33675,Midwest,2026-07-21 03:06:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3165,USR-61222,Midwest,2026-07-21 02:04:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3166,USR-73768,Midwest,2026-07-21 03:31:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3167,USR-59185,Midwest,2026-07-21 20:04:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-3168,USR-49158,Midwest,2026-07-21 10:40:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3169,USR-92734,Midwest,2026-07-21 00:57:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-3170,USR-55453,West,2026-07-21 19:54:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3171,USR-30760,West,2026-07-21 15:39:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-3172,USR-89444,West,2026-07-21 16:47:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3173,USR-29968,West,2026-07-21 00:34:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-3174,USR-13866,West,2026-07-21 06:55:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3175,USR-73120,Southeast,2026-07-22 23:44:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3176,USR-95449,Southeast,2026-07-22 06:05:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-3177,USR-77194,Southeast,2026-07-22 09:29:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-3178,USR-35936,Southeast,2026-07-22 12:59:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3179,USR-23486,Southeast,2026-07-22 21:54:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-3180,USR-36978,Southeast,2026-07-22 18:50:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3181,USR-88162,Southeast,2026-07-22 23:31:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-3182,USR-89599,Southeast,2026-07-22 23:17:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3183,USR-59015,Southeast,2026-07-22 12:27:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3184,USR-14424,Southeast,2026-07-22 20:52:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3185,USR-89152,Southeast,2026-07-22 16:16:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3186,USR-25027,Southeast,2026-07-22 20:33:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-3187,USR-56890,Southeast,2026-07-22 05:51:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-3188,USR-58754,Southeast,2026-07-22 07:04:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3189,USR-51758,Northeast,2026-07-22 04:49:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3190,USR-70997,Northeast,2026-07-22 22:00:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3191,USR-18681,Northeast,2026-07-22 18:50:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-3192,USR-38503,Northeast,2026-07-22 12:18:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-3193,USR-97994,Northeast,2026-07-22 03:35:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-3194,USR-51652,Northeast,2026-07-22 02:36:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-3195,USR-75359,Northeast,2026-07-22 10:12:00,Product Question,Low,Open,Customer inquiry regarding product question issue.
TKT-3196,USR-69347,Northeast,2026-07-22 01:17:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3197,USR-40988,Northeast,2026-07-22 05:38:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-3198,USR-10609,Northeast,2026-07-22 18:01:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-3199,USR-79922,Northeast,2026-07-22 14:18:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3200,USR-19103,Northeast,2026-07-22 16:02:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3201,USR-46002,Northeast,2026-07-22 15:06:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3202,USR-16169,Midwest,2026-07-22 02:35:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-3203,USR-94029,Midwest,2026-07-22 12:19:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-3204,USR-13838,Midwest,2026-07-22 03:53:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3205,USR-52317,Midwest,2026-07-22 07:03:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3206,USR-21536,Midwest,2026-07-22 22:46:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3207,USR-16880,Midwest,2026-07-22 06:46:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3208,USR-49883,West,2026-07-22 08:56:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3209,USR-59749,West,2026-07-22 02:16:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-3210,USR-70384,West,2026-07-22 08:44:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-3211,USR-64171,West,2026-07-22 03:08:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-3212,USR-79152,West,2026-07-22 20:28:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-3213,USR-46771,West,2026-07-22 07:36:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-3214,USR-22032,West,2026-07-22 10:49:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3215,USR-56269,West,2026-07-22 08:49:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3216,USR-20225,West,2026-07-22 17:53:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3217,USR-97883,West,2026-07-22 02:31:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3218,USR-23701,West,2026-07-22 06:29:00,Shipping,Low,Open,Customer inquiry regarding shipping issue.
TKT-3219,USR-51072,West,2026-07-22 10:13:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-3220,USR-27047,Southeast,2026-07-23 14:41:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3221,USR-91327,Southeast,2026-07-23 07:58:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-3222,USR-46416,Southeast,2026-07-23 16:12:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3223,USR-94984,Southeast,2026-07-23 13:10:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-3224,USR-41531,Southeast,2026-07-23 03:09:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3225,USR-13746,Southeast,2026-07-23 00:57:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3226,USR-44809,Southeast,2026-07-23 15:42:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3227,USR-66554,Southeast,2026-07-23 03:59:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-3228,USR-76574,Southeast,2026-07-23 06:09:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-3229,USR-22820,Southeast,2026-07-23 10:03:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3230,USR-35419,Southeast,2026-07-23 01:41:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-3231,USR-46166,Southeast,2026-07-23 09:12:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-3232,USR-24311,Southeast,2026-07-23 16:38:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-3233,USR-38780,Southeast,2026-07-23 21:03:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-3234,USR-41295,Southeast,2026-07-23 03:03:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-3235,USR-91293,Northeast,2026-07-23 02:34:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3236,USR-23278,Northeast,2026-07-23 22:45:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-3237,USR-36962,Northeast,2026-07-23 07:46:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-3238,USR-88159,Northeast,2026-07-23 05:50:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3239,USR-75960,Northeast,2026-07-23 09:46:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-3240,USR-41276,Northeast,2026-07-23 22:39:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3241,USR-34555,Northeast,2026-07-23 05:20:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-3242,USR-97298,Northeast,2026-07-23 10:57:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-3243,USR-44581,Northeast,2026-07-23 15:27:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3244,USR-10131,Midwest,2026-07-23 00:38:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-3245,USR-15921,Midwest,2026-07-23 15:55:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-3246,USR-78848,Midwest,2026-07-23 00:36:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-3247,USR-49924,Midwest,2026-07-23 16:10:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-3248,USR-81527,Midwest,2026-07-23 23:21:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3249,USR-70129,Midwest,2026-07-23 08:42:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3250,USR-77873,Midwest,2026-07-23 00:52:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-3251,USR-45381,Midwest,2026-07-23 21:54:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-3252,USR-29385,Midwest,2026-07-23 21:33:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-3253,USR-56818,West,2026-07-23 13:54:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-3254,USR-57109,West,2026-07-23 15:01:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-3255,USR-93720,West,2026-07-23 06:47:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-3256,USR-68886,West,2026-07-23 03:17:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-3257,USR-53410,West,2026-07-23 16:11:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3258,USR-34978,West,2026-07-23 12:37:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-3259,USR-90264,West,2026-07-23 01:37:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-3260,USR-47802,West,2026-07-23 03:27:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3261,USR-78575,Southeast,2026-07-24 21:09:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-3262,USR-49799,Southeast,2026-07-24 09:39:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-3263,USR-69488,Southeast,2026-07-24 15:18:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3264,USR-16972,Southeast,2026-07-24 01:13:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3265,USR-96540,Southeast,2026-07-24 15:19:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3266,USR-47128,Southeast,2026-07-24 00:03:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-3267,USR-45477,Southeast,2026-07-24 16:42:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-3268,USR-20579,Southeast,2026-07-24 04:46:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-3269,USR-42601,Southeast,2026-07-24 09:14:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-3270,USR-22863,Southeast,2026-07-24 21:40:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-3271,USR-32715,Southeast,2026-07-24 08:58:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-3272,USR-28242,Southeast,2026-07-24 18:27:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
